Drink,Ingredient,Amount,IngredientUse,Glass,HowToMix
Vauvert Slim,Mint Leaf,6,Muddle,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Grapefruit Juice,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Green Chartreuse,1oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Mint Leaf,1,Garnish,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Lime Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Vauvert Slim,Laphroaig 10-Year-Old Single Malt Scotch,,Rinse,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Velvet Club,Hine V.S.O.P. Cognac,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Velvet Club,Moet Imperial Champagne,1oz,Top,Coupe,Stir with ice and strain into a chilled coupe
Velvet Club,Lillet Blanc,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Velvet Club,Marie Brizard White Creme de Cacao,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Vesper,Plymouth Gin,2.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Vesper,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Vesper,Belvedere Vodka,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Vesper,Lillet Blanc,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Vieux Carre,Carpano Antica Sweet Vermouth,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Carre,Hine V.S.O.P. Cognac,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Carre,Sazerac 6-Year-Old Rye Whiskey,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Carre,Angostura Bitters,1dash,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Carre,Peychaud's Bitters,1dash,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Carre,Benedictine,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vieux Mot,Plymouth Gin,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Vieux Mot,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Vieux Mot,Simple Syrup,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Vieux Mot,St. Germain Elderflower Liqueur,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Ward Eight,Rittenhouse Bonded Rye Whiskey,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Ward Eight,Al Wadi Pomegranate Molasses,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Ward Eight,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Ward Eight,Orange Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Ward Eight,Simple Syrup,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Water Lily,Orange Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Water Lily,Cointreau,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Water Lily,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Water Lily,Plymouth Gin,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Water Lily,Rothman & Winter Creme de Violette,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Weeski,Jameson 12-Year-Old Irish Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Weeski,House Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Weeski,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Weeski,Lillet Blanc,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Weeski,Cointreau,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Wellington Fizz,Diluted Aftel Bergamot Essence,3,Spritz,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,42 Below Kiwi Vodka,2oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Heavy Cream,1oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Club Soda,1,Top,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Egg White,1,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Lime Juice,.75oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Boiron Passion Fruit Puree,.5oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Wellington Fizz,Kassatly Chtaura Orgeat,.5oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
Whiskey Smash,Mint Leaf,6,Muddle,Rocks,Shake with ice and fine-strain into a chilled rocks glass filled with ice
Whiskey Smash,Lemon Wedge,3,Muddle,Rocks,Shake with ice and fine-strain into a chilled rocks glass filled with ice
Whiskey Smash,Rittenhouse Bonded Rye Whiskey,2oz,Build,Rocks,Shake with ice and fine-strain into a chilled rocks glass filled with ice
Whiskey Smash,Mint Leaf,1,Garnish,Rocks,Shake with ice and fine-strain into a chilled rocks glass filled with ice
Whiskey Smash,Simple Syrup,.75oz,Build,Rocks,Shake with ice and fine-strain into a chilled rocks glass filled with ice
White Birch Fizz,Club Soda,2oz,Top,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Plymouth Gin,1.5oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Egg White,1,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Suze,1,Spritz,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Lemon Juice,.75oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Rothman & Winter Orchard Apricot,.5oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Birch Fizz,Strega,.5oz,Build,Collins,"Dry-shake, then shake with ice and strain into a chilled Collins glass"
White Lady,Beefeater Gin,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
White Lady,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
White Lady,Cointreau,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
White Lady,Lemon Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
White Lady,Simple Syrup,.25oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
White Negroni,Plymouth Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
White Negroni,Lillet Blanc,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
White Negroni,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
White Negroni,Suze,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Widow's Kiss,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Widow's Kiss,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Widow's Kiss,Benedictine,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Widow's Kiss,Yellow Chartreuse,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Witch's Kiss,Jose Cuervo Platino Tequila,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Witch's Kiss,Red Jacket Orchards Apple Butter,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Witch's Kiss,Lemon Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Witch's Kiss,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Witch's Kiss,Strega,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Woolworth,Compass Box Asyla Blended Scotch Whisky,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Woolworth,House Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Woolworth,Lustau Manzanilla Sherry,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Woolworth,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Woolworth,Benedictine,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,Lillet Rouge,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,Apple Fan,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,Pinch Grated Nutmeg,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,Quince Shrubb (Huilerie Beaujolaise Vinaigre de Coing),.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Wrong Aisle,St. Germain Elderflower Liqueur,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
Zombie Punch,Lemon Hart Overproof Rum,1oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Angostura Bitters,1dash,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,House Grenadine,1barspoon,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Vieux Pontarlier Absinthe,1/8 tsp,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Appleton Estate Reserve Rum,1.5oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Bacardi 8 Rum,1.5oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Mint Sprig,1,Garnish,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Lime Juice,.75oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,John D. Taylor's Velvet Falernum,.5oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
Zombie Punch,Trader Tiki's Don's Mix,.5oz,Build,Tiki Mug,Shake with ice and strain into a chilled tiki mug filled with pebble ice
